country, order_value_EUR , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
France,"174,951.18",142690.18,9/18/2019,Clothing,Tillman and Sons,Othello Bowes,Amelina Piscopiello,Mobile,09-7737652
Portugal,"98,521.87",84571.17,1/2/2020,Clothing,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,29-1727395
Portugal,"69,750.57",60731.82,3/19/2019,Games,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,92-4695001
Portugal,"129,022.02",104585.25,6/20/2020,Electronics,Walter LLC,Celine Tumasian,Corene Shirer,PC,51-2167412
Portugal,"41,805.53",33352.45,3/23/2019,Appliances,"Abbott, Roberts and Torp",Celine Tumasian,Brynn Dempster,Tablet,27-7169008
Finland,"145,809.65",123136.25,7/30/2019,Appliances,O'Connell-Mitchell,Hube Corey,Mellicent Mattys,PC,96-5231814
France,"29,443.71",23958.35,10/29/2020,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,03-2027170
Sweden,"138,443.23",115101.70,6/14/2019,Clothing,Wyman Group,Maxie Marrow,Alyosha Meah,Mobile,99-9599677
UK,"102,000.57",87261.49,3/17/2020,Games,Franecki-White,Jessamine Apark,Genevra Charrisson,PC,22-0725785
Portugal,"53,181.88",42316.82,1/6/2020,Smartphones,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Hortense Gerring,PC,37-6033123
Portugal,"99,518.86",81854.26,3/12/2019,Books,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC,29-5158368
Portugal,"79,288.03",68536.57,7/8/2019,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,95-4281933
France,"111,557.68",92470.16,2/15/2020,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,61-0532585
Netherlands,"43,008.69",34458.56,7/19/2019,Appliances,Stamm-Zulauf,Denice Amberg,Nero Harbisher,PC,99-9093075
France,"154,936.24",135739.64,6/29/2020,Books,Friesen-Rath,Othello Bowes,Ora Grennan,PC,65-2631885
Sweden,"115,339.49",100691.37,9/3/2019,Outdoors,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,Mobile,03-4651559
France,"65,254.50",53919.79,6/17/2019,Games,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC,91-6673445
Netherlands,"50,241.47",43443.80,10/17/2020,Books,"Schmitt, Purdy and Johnson",Denice Amberg,Nero Harbisher,Tablet,62-1501210
UK,"304,337.49",261730.24,12/4/2019,Clothing,Wunsch LLC,Jessamine Apark,Genevra Charrisson,PC,29-0072186
Bulgaria,"95,960.77",76519.12,10/11/2020,Books,Hessel-Stiedemann,Charil Alpe,Bernadine Fullagar,PC,06-5115020
Sweden,"152,522.94",122399.66,4/11/2020,Outdoors,Hane Inc,Maxie Marrow,Madelon Bront,PC,22-6046651
Sweden,"63,196.98",54671.71,4/18/2019,Smartphones,"Spencer, Rogahn and Muller",Maxie Marrow,Caro Morfield,PC,71-6499815
Sweden,"83,119.87",69604.58,1/29/2019,Clothing,O'Connell-Mitchell,Maxie Marrow,Alyosha Meah,PC,81-1454737
France,"75,483.45",60077.28,12/3/2019,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,26-0092767
Ireland,"65,397.28",53920.06,3/20/2020,Outdoors,Baumbach Group,Glenine Suttaby,Bunnie Tonbridge,Mobile,74-6211038
France,"48,890.14",41180.16,5/20/2019,Clothing,Johns and Sons,Othello Bowes,Ora Grennan,PC,85-5544928
France,"80,839.75",63936.16,5/21/2020,Games,Goldner-Dibbert,Othello Bowes,Crysta Halls,PC,00-6227453
Ireland,"79,375.17",64532.01,2/9/2020,Beauty,Hessel-Stiedemann,Glenine Suttaby,Bunnie Tonbridge,Mobile,70-5224180
Bulgaria,"158,011.30",137390.83,11/27/2019,Beauty,"Jacobson, Marvin and Brown",Charil Alpe,Bernadine Fullagar,PC,40-8287610
Portugal,"155,766.23",131529.00,5/27/2020,Games,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC,49-7876403
France,"19,366.75",15857.49,3/28/2020,Games,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,01-6107437
France,"45,481.24",37317.36,10/25/2019,Smartphones,Wiza and Sons,Othello Bowes,Crysta Halls,PC,13-6163562
Sweden,"152,747.92",130614.75,5/3/2020,Appliances,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,41-0722740
Sweden,"255,216.00",211446.46,12/28/2019,Clothing,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,65-4008552
Portugal,"154,858.00",135376.86,7/22/2020,Games,"Dickinson, Hyatt and Berge",Celine Tumasian,Smitty Culverhouse,PC,72-4825752
France,"250,488.42",214142.55,6/13/2020,Appliances,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC,18-2580592
Sweden,"115,151.22",91430.07,10/25/2020,Appliances,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,PC,14-1283254
Sweden,"57,347.48",50041.41,8/12/2020,Beauty,Johns and Sons,Maxie Marrow,Madelon Bront,PC,79-4826735
Portugal,"74,790.02",64992.53,6/19/2020,Beauty,Corwin and Sons,Celine Tumasian,Corene Shirer,PC,82-2840501
France,"72,749.07",59108.62,1/20/2019,Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,19-0320558
Bulgaria,"128,235.65",103024.52,9/20/2020,Books,"Dickinson, Hyatt and Berge",Charil Alpe,Shermy McGready,PC,57-0945292
Sweden,"79,088.70",67415.21,5/24/2020,Beauty,McGlynn-Prosacco,Maxie Marrow,Tarrah Castelletti,PC,01-6573793
UK,"124,537.47",105881.76,9/24/2019,Clothing,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,63-0694419
Sweden,"161,192.45",135965.83,7/4/2019,Clothing,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC,24-2442637
France,"109,697.86",89853.52,7/24/2019,Beauty,Considine-Fisher,Othello Bowes,Crysta Halls,PC,04-8899739
France,"57,276.26",49223.22,4/4/2020,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,48-2932903
Netherlands,"149,956.93",130087.64,10/8/2020,Games,"Spencer, Rogahn and Muller",Denice Amberg,Nero Harbisher,PC,66-0265458
Italy,"127,075.41",110924.13,9/24/2019,Clothing,Labadie and Sons,Piggy Roscrigg,Joshua Prevost,PC,57-6602854
Sweden,"28,755.32",23938.80,10/10/2019,Books,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,PC,47-6702070
Portugal,"178,027.46",144985.56,1/4/2020,Appliances,Wisoky Inc,Celine Tumasian,Corene Shirer,PC,99-9215178
Bulgaria,"152,231.86",122303.08,5/8/2019,Smartphones,Smith Group,Charil Alpe,Shermy McGready,PC,39-5953116
Sweden,"53,957.42",46905.19,5/25/2019,Smartphones,Johns and Sons,Maxie Marrow,Caro Morfield,PC,71-3278650
Portugal,"80,474.78",66568.74,5/22/2019,Clothing,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,PC,38-6891011
Bulgaria,"145,439.65",123710.97,10/3/2020,Smartphones,Friesen and Sons,Charil Alpe,Bernadine Fullagar,PC,06-5566367
France,"84,035.82",71329.60,10/27/2020,Books,Johns and Sons,Othello Bowes,Maighdiln Upcraft,Tablet,30-9025281
Spain,"68,288.68",56754.72,9/27/2020,Beauty,Johns and Sons,Emalia Dinse,Bertha Walbrook,PC,80-4161102
Sweden,"100,578.60",83208.68,1/14/2019,Electronics,Labadie and Sons,Maxie Marrow,Caro Morfield,PC,96-1388247
France,"94,925.00",77572.71,9/30/2019,Accessories,Schoen-Keeling,Othello Bowes,Avrit Chanders,Mobile,21-2097342
France,"105,464.41",84761.75,8/27/2019,Books,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC,30-4045249
France,"155,827.30",126360.36,4/30/2019,Appliances,Hilll-Vandervort,Othello Bowes,Avrit Chanders,Tablet,31-9806848
Portugal,"90,994.31",72540.66,5/9/2020,Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Brynn Dempster,PC,09-7835975
Portugal,"32,779.67",26800.66,3/22/2020,Outdoors,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,16-9758497
Bulgaria,"40,187.99",32508.07,5/22/2020,Games,Friesen-Rath,Charil Alpe,Shermy McGready,PC,54-1058965
UK,"91,842.59",73979.21,3/29/2019,Games,Marquardt-Kuvalis,Jessamine Apark,Genevra Charrisson,PC,84-0565956
Portugal,"38,494.71",33113.15,2/4/2019,Games,Wisoky Inc,Celine Tumasian,Hortense Gerring,PC,85-6263705
France,"86,050.61",75569.65,9/3/2020,Clothing,McClure Inc,Othello Bowes,Crysta Halls,PC,46-4560578
Sweden,"36,749.51",30101.52,10/15/2020,Games,Hilll-Vandervort,Maxie Marrow,Madelon Bront,PC,08-5093310
Finland,"194,531.02",158970.75,7/9/2019,Clothing,"Farrell, Swaniawski and Crist",Hube Corey,Mellicent Mattys,Tablet,21-8525376
France,"106,730.16",89503.91,7/30/2020,Beauty,"Farrell, Swaniawski and Crist",Othello Bowes,Ora Grennan,PC,60-0406937
Germany,"30,177.80",23924.96,10/6/2020,Electronics,"Leffler, Prohaska and Streich",Rickard Doogood,Casie MacBain,Mobile,61-4937643
Portugal,"93,902.04",80793.31,3/1/2020,Clothing,Tillman and Sons,Celine Tumasian,Aurelie Wren,PC,94-3251589
Germany,"250,483.63",217269.50,7/3/2020,Accessories,Considine-Fisher,Rickard Doogood,Casie MacBain,Mobile,48-2124998
Sweden,"162,142.74",136037.76,1/29/2019,Clothing,Kirlin and Sons,Maxie Marrow,Alyosha Meah,PC,19-1017922
Denmark,"47,516.54",38987.32,1/9/2020,Books,Johns and Sons,Modestia Byfford,Cobby Andersen,PC,51-1141675
Germany,"163,546.81",133307.00,5/7/2019,Electronics,"Lueilwitz, Kerluke and Lesch",Rickard Doogood,Casie MacBain,PC,94-2134593
France,"35,437.89",30412.80,2/3/2020,Clothing,Homenick-Marvin,Othello Bowes,Ora Grennan,PC,82-0616982
Belgium,"122,889.28",103042.66,11/27/2020,Smartphones,Labadie and Sons,Lambert Norheny,Collin Mackness,PC,22-5761330
Luxembourg,"26,490.47",21168.53,11/4/2019,Appliances,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,PC,62-1694462
UK,"173,722.59",148063.76,4/9/2019,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Jay Morefield,PC,66-2612057
France,"76,543.36",65819.64,3/21/2019,Accessories,"Hermiston, Simonis and Wisoky",Othello Bowes,Ora Grennan,PC,01-7655863
Sweden,"69,626.39",57295.56,6/15/2019,Electronics,"Hamill, Kulas and Roob",Maxie Marrow,Madelon Bront,PC,06-2196763
France,"249,915.21",215326.95,12/15/2020,Appliances,Armstrong-Little,Othello Bowes,Crysta Halls,PC,84-4465649
Portugal,"55,790.71",48783.40,10/8/2020,Appliances,Johns and Sons,Celine Tumasian,Corene Shirer,PC,63-6767584
Netherlands,"77,896.83",62714.74,3/13/2020,Clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,PC,75-7443241
Portugal,"104,391.93",86770.57,1/4/2020,Beauty,"Murray, Reichel and Nolan",Celine Tumasian,Brynn Dempster,PC,34-8182639
Portugal,"57,115.99",48976.96,3/27/2019,Books,"Lind, Mueller and Stoltenberg",Celine Tumasian,Aurelie Wren,Mobile,53-3803984
France,"74,685.85",59166.13,5/23/2020,Games,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Avrit Chanders,PC,68-0176456
France,"74,103.82",64811.20,1/2/2020,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,63-7370049
France,"176,190.16",142273.55,9/2/2019,Appliances,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,03-3461826
Sweden,"185,778.30",154734.75,6/25/2020,Electronics,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,76-5888381
France,"212,521.26",172014.71,6/20/2019,Books,Johns and Sons,Othello Bowes,Crysta Halls,PC,43-7357498
France,"40,148.49",31954.18,2/2/2019,Electronics,Hane Inc,Othello Bowes,Amelina Piscopiello,PC,88-8981595
Portugal,"157,942.65",136620.39,6/23/2020,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,95-6123269
Netherlands,"172,453.10",145688.38,6/24/2020,Outdoors,Kirlin and Sons,Denice Amberg,Nero Harbisher,PC,60-6986682
France,"203,604.46",175344.16,6/26/2019,Electronics,Kirlin and Sons,Othello Bowes,Crysta Halls,Mobile,29-5478106
Sweden,"251,587.20",201848.41,6/14/2019,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Alyosha Meah,Mobile,49-2256360
Sweden,"19,930.04",16543.93,3/9/2019,Smartphones,Johns and Sons,Maxie Marrow,Anita Woakes,Tablet,59-2480731
Bulgaria,"149,372.32",130611.16,12/20/2020,Electronics,"Abbott, Roberts and Torp",Charil Alpe,Shermy McGready,Mobile,63-6848448
Sweden,"25,907.52",22454.05,2/19/2019,Books,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,PC,14-5110197
Portugal,"64,762.89",54238.92,2/6/2019,Electronics,Schoen-Keeling,Celine Tumasian,Hortense Gerring,PC,42-2646312
Finland,"65,211.07",56883.62,10/28/2020,Games,Hilll-Vandervort,Hube Corey,Mellicent Mattys,PC,60-8083173
Spain,"42,475.60",35802.68,2/13/2019,Books,Johns and Sons,Emalia Dinse,Perri Aldersley,PC,76-1827989
Portugal,"172,340.86",136562.90,4/9/2020,Beauty,Tromp LLC,Celine Tumasian,Hortense Gerring,PC,36-4321653
Ireland,"165,709.19",138102.04,10/9/2020,Smartphones,Considine-Fisher,Glenine Suttaby,Bunnie Tonbridge,PC,18-7046062
Italy,"118,409.59",96030.18,10/6/2020,Games,"Bashirian, Okuneva and Bechtelar",Piggy Roscrigg,Joshua Prevost,PC,73-4380400
France,"58,416.11",48076.46,5/16/2020,Appliances,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,47-5051773
France,"78,629.19",63359.40,2/21/2019,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,Mobile,92-3687989
Sweden,"64,842.92",56439.28,9/29/2019,Appliances,Larkin-Collier,Maxie Marrow,Alyosha Meah,Mobile,60-9753536
Belgium,"76,183.74",61617.41,6/3/2019,Clothing,"Hermiston, Simonis and Wisoky",Lambert Norheny,Collin Mackness,Mobile,39-5658730
Sweden,"131,839.16",115372.45,4/27/2020,Books,McGlynn-Prosacco,Maxie Marrow,Madelon Bront,PC,73-8632957
Portugal,"147,092.62",117806.48,10/31/2020,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Hortense Gerring,PC,16-0987104
Finland,"62,011.86",49324.23,1/17/2019,Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet,76-0164425
Portugal,"56,763.04",47663.92,8/11/2019,Smartphones,Kirlin and Sons,Celine Tumasian,Aurelie Wren,Mobile,87-7908481
Portugal,"78,057.96",67161.07,11/29/2020,Beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Hortense Gerring,Tablet,30-7149594
UK,"96,358.45",80700.20,6/12/2019,Outdoors,Stamm-Zulauf,Jessamine Apark,Genevra Charrisson,PC,75-7848944
France,"40,535.64",35480.85,1/13/2019,Electronics,Kihn Inc,Othello Bowes,Crysta Halls,PC,72-2796883
France,"96,795.99",81395.75,6/21/2019,Appliances,Connelly-Mohr,Othello Bowes,Avrit Chanders,PC,32-3124563
Portugal,"122,035.93",97897.22,6/21/2020,Accessories,Larkin-Collier,Celine Tumasian,Aurelie Wren,PC,83-7592334
Sweden,"89,502.53",72488.10,10/31/2020,Clothing,Gleichner-Green,Maxie Marrow,Tarrah Castelletti,PC,61-3721294
Portugal,"223,233.32",179100.09,6/28/2019,Games,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,PC,43-8355995
Finland,"33,190.03",28397.39,8/18/2020,Electronics,Homenick-Marvin,Hube Corey,Wat Bowkley,Tablet,49-2458036
Portugal,"82,357.57",65474.27,2/19/2019,Books,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,13-9607758
Ireland,"46,857.77",39116.87,6/19/2020,Games,Johns and Sons,Glenine Suttaby,Palm Wetherald,Mobile,61-0888460
UK,"178,560.10",150383.32,7/2/2020,Books,O'Connell-Mitchell,Jessamine Apark,Winny Agnolo,Mobile,25-2616039
Sweden,"173,944.47",139729.59,9/11/2020,Books,Johns and Sons,Maxie Marrow,Madelon Bront,PC,46-2962443
UK,"176,662.26",146859.34,6/28/2020,Electronics,Friesen-Rath,Jessamine Apark,Genevra Charrisson,PC,44-9908550
France,"133,754.65",106147.69,9/18/2020,Games,Armstrong-Little,Othello Bowes,Ora Grennan,PC,52-3150154
Bulgaria,"159,294.28",130605.38,8/9/2020,Clothing,"Hamill, Kulas and Roob",Charil Alpe,Shermy McGready,PC,37-9761957
France,"123,562.02",102927.16,4/22/2020,Clothing,McGlynn-Bergstrom,Othello Bowes,Amelina Piscopiello,PC,67-6072579
France,"33,013.08",26743.90,11/28/2020,Electronics,Romaguera-Dietrich,Othello Bowes,Amelina Piscopiello,PC,89-0300778
Portugal,"105,340.85",87285.43,8/18/2020,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Brynn Dempster,PC,80-1894360
Spain,"127,143.54",105033.28,10/3/2019,Electronics,"Murray, Reichel and Nolan",Emalia Dinse,Bertha Walbrook,PC,58-2235320
Portugal,"56,570.64",46993.23,10/5/2020,Books,Stamm Inc,Celine Tumasian,Smitty Culverhouse,PC,68-9875936
France,"75,522.66",60448.34,3/13/2019,Smartphones,Corwin and Sons,Othello Bowes,Crysta Halls,PC,75-8968627
Portugal,"87,085.71",76548.34,8/27/2020,Outdoors,West-Cummings,Celine Tumasian,Smitty Culverhouse,PC,86-9456489
UK,"290,010.79",234444.72,12/25/2019,Smartphones,Smith Group,Jessamine Apark,Genevra Charrisson,PC,02-1124101
Luxembourg,"256,603.66",209799.15,7/27/2019,Smartphones,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,Tablet,85-9787047
UK,"126,074.62",100027.60,11/7/2020,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC,60-7663173
Sweden,"94,085.50",77498.23,1/19/2020,Electronics,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,PC,34-1570975
Portugal,"159,216.47",137419.74,6/26/2020,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,57-9765345
Portugal,"74,958.46",65806.03,8/5/2020,Electronics,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,PC,31-8846200
Sweden,"83,897.88",69559.73,3/18/2019,Appliances,Franecki-White,Maxie Marrow,Anita Woakes,Mobile,48-6452102
Sweden,"133,055.04",105366.29,11/10/2019,Books,Hegmann Group,Maxie Marrow,Tarrah Castelletti,PC,85-9541179
Sweden,"94,115.99",75669.26,9/16/2019,Appliances,"Swaniawski, Runolfsson and Green",Maxie Marrow,Tarrah Castelletti,PC,93-2085046
Finland,"125,851.79",103777.39,11/15/2020,Games,Wunsch LLC,Hube Corey,Mellicent Mattys,PC,03-6962760
Netherlands,"60,917.85",52736.58,2/17/2019,Smartphones,Smith Group,Denice Amberg,Nero Harbisher,PC,15-3241183
France,"101,318.72",86657.90,4/13/2019,Games,Hilll-Vandervort,Othello Bowes,Maighdiln Upcraft,PC,54-5705354
Portugal,"131,610.37",106406.98,4/30/2020,Beauty,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC,29-1888759
France,"235,042.75",187446.59,12/25/2019,Books,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Maighdiln Upcraft,PC,12-3815754
Ireland,"58,921.31",51715.23,12/13/2020,Games,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC,30-4823900
Portugal,"101,846.87",88066.99,1/7/2019,Clothing,Corwin and Sons,Celine Tumasian,Aurelie Wren,PC,72-9074281
France,"95,307.21",78533.14,3/26/2020,Books,Armstrong-Little,Othello Bowes,Amelina Piscopiello,PC,52-0213558
France,"232,217.05",191439.74,6/20/2019,Beauty,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Mobile,19-6334792
Portugal,"75,912.59",60145.55,10/14/2019,Outdoors,Wisoky Inc,Celine Tumasian,Corene Shirer,Mobile,35-4712641
Portugal,"57,367.93",46255.76,10/28/2019,Clothing,Friesen-Rath,Celine Tumasian,Aurelie Wren,Mobile,03-3542738
Portugal,"158,240.24",136561.33,11/23/2020,Books,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,81-9457605
Portugal,"97,291.62",76899.30,1/2/2020,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,63-0813030
Portugal,"83,904.32",69011.30,6/7/2020,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Corene Shirer,PC,00-7326184
UK,"133,696.86",109310.55,1/27/2020,Books,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,22-0156233
UK,"146,076.81",123230.40,7/27/2019,Appliances,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,94-0623186
France,"56,118.05",47711.57,3/2/2020,Beauty,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,PC,08-0446109
France,"46,296.26",40319.41,5/15/2020,Games,Wisoky Inc,Othello Bowes,Amelina Piscopiello,Tablet,77-3489084
Belgium,"118,061.05",101131.10,7/2/2020,Appliances,Johns and Sons,Lambert Norheny,Collin Mackness,Mobile,59-2117058
Finland,"74,480.56",60023.88,3/6/2020,Clothing,Homenick-Marvin,Hube Corey,Wat Bowkley,PC,31-1849120
Spain,"87,205.01",69171.01,6/18/2020,Games,Johns and Sons,Emalia Dinse,Manuel Goudie,Tablet,45-3085595
Portugal,"107,716.72",86679.64,1/18/2020,Accessories,"Jacobson, Marvin and Brown",Celine Tumasian,Brynn Dempster,Mobile,61-3294149
